,Column1,Type,Status,City,State,PostalCode,GenderCode,BirthDate,MaritalStatus,Enrolled on ,Living status,Age,Age Group,Month_Year,Weak Num
1909,0175E0EA-A12A-11e8-B0C2-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500033.0,FEMALE,6/30/1989,M,8/16/2018,couple with children,31.0,30-35 Years,18-Aug,Weak: 33
1910,0175E0F4-A12A-11e8-B0C2-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500046.0,FEMALE,11/29/1983,M,8/16/2018,couple with children,37.0,35-40 Years,18-Aug,Weak: 33
1911,01771F5F-29EE-11ea-8C9E-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500052.0,FEMALE,2/12/1985,M,12/29/2019,Couple without children,36.0,35-40 Years,19-Dec,Weak: 53
1912,0177B954-7845-11e9-909C-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500056.0,FEMALE,1/16/1981,M,5/17/2019,Couple without children,40.0,40- 45Years,19-May,Weak: 20
1913,017FAEE3-EAA4-11e7-924E-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500049.0,FEMALE,8/15/1973,M,12/27/2017,Single/living alone,47.0,45-50 Years,17-Dec,Weak: 52
1914,01822493-D6E5-11e7-9ED6-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500019.0,FEMALE,11/14/1979,M,12/2/2017,Single/living alone,41.0,40- 45Years,17-Dec,Weak: 48
1915,0186050B-3FC8-11e9-AA12-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500092.0,FEMALE,5/3/1981,M,3/6/2019,couple with children,39.0,35-40 Years,19-Mar,Weak: 10
1916,0186072D-3FC8-11e9-AA12-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500032.0,FEMALE,4/28/1992,M,3/6/2019,couple with children,28.0,25-30 Years,19-Mar,Weak: 10
1917,018791EB-D0A6-11e8-82BE-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,6/5/1985,M,10/16/2018,couple with children,35.0,35-40 Years,18-Oct,Weak: 42
1918,01879259-D0A6-11e8-82BE-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500029.0,FEMALE,3/12/1980,M,9/9/2018,couple with children,41.0,40- 45Years,18-Sep,Weak: 37
1919,018792C1-D0A6-11e8-82BE-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500033.0,FEMALE,4/21/1977,M,10/16/2018,couple with children,43.0,40- 45Years,18-Oct,Weak: 42
1920,018AF1ED-37ED-11e9-AFDC-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500013.0,FEMALE,2/25/1983,M,2/24/2019,couple with children,38.0,35-40 Years,19-Feb,Weak: 9
1921,018AF1F3-37ED-11e9-AFDC-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500043.0,FEMALE,12/26/1992,M,2/24/2019,couple with children,28.0,25-30 Years,19-Feb,Weak: 9
1922,018C48B4-F394-11e8-B252-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,FEMALE,3/26/1967,M,11/29/2018,couple with children,54.0,50-55 Years,18-Nov,Weak: 48
1923,018C4B07-F394-11e8-B252-005056991469,Individual,Active,Hyderabad,TELANGANA,500082.0,FEMALE,4/25/1994,M,11/29/2018,couple with children,26.0,25-30 Years,18-Nov,Weak: 48
1924,018E224D-AE62-11e8-84DA-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,FEMALE,7/27/1985,M,9/2/2018,couple with children,35.0,35-40 Years,18-Sep,Weak: 36
1925,018E22EC-AE62-11e8-84DA-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500029.0,FEMALE,12/24/1991,M,9/2/2018,couple with children,29.0,25-30 Years,18-Sep,Weak: 36
1926,018E2342-AE62-11e8-84DA-0050568252F9,Individual,Active,Hyderabad,TELANGANA,501510.0,FEMALE,4/6/1988,M,9/2/2018,couple with children,32.0,30-35 Years,18-Sep,Weak: 36
1927,018E256F-AE62-11e8-84DA-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500019.0,FEMALE,11/2/1982,M,9/2/2018,couple with children,38.0,35-40 Years,18-Sep,Weak: 36
1928,019335C9-93B8-11e9-9522-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500034.0,FEMALE,8/8/1969,M,6/21/2019,couple with children,51.0,50-55 Years,19-Jun,Weak: 25
1929,019335E0-93B8-11e9-9522-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500044.0,FEMALE,2/24/1998,M,6/21/2019,Couple without children,23.0,20-25 Years,19-Jun,Weak: 25
1930,0198FEBC-C084-11e9-B6D0-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500019.0,FEMALE,11/26/1988,M,8/17/2019,Couple without children,32.0,30-35 Years,19-Aug,Weak: 33
1931,0198FFA5-C084-11e9-B6D0-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500089.0,FEMALE,10/2/1990,M,8/17/2019,Couple without children,30.0,30-35 Years,19-Aug,Weak: 33
1932,01A125B0-DD80-11e7-AF1C-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,FEMALE,10/24/1979,U,12/10/2017,Couple without children,41.0,40- 45Years,17-Dec,Weak: 50
1933,01A52C34-34F3-11e9-91B6-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500008.0,FEMALE,7/17/1995,M,2/20/2019,Couple without children,25.0,25-30 Years,19-Feb,Weak: 8
1934,01A52D2C-34F3-11e9-91B6-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500081.0,FEMALE,8/8/1998,M,2/20/2019,Couple without children,22.0,20-25 Years,19-Feb,Weak: 8
1935,01A52D63-34F3-11e9-91B6-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500097.0,FEMALE,2/7/1970,M,2/20/2019,Couple without children,51.0,50-55 Years,19-Feb,Weak: 8
1936,01A812B3-AA1F-11e9-A1B2-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500075.0,FEMALE,10/24/1992,M,7/19/2019,Couple without children,28.0,25-30 Years,19-Jul,Weak: 29
1937,01AD5742-B56D-11e8-ADA8-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500018.0,FEMALE,6/9/1984,M,9/11/2018,Couple without children,36.0,35-40 Years,18-Sep,Weak: 37
1938,01AD5743-B56D-11e8-ADA8-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,3/12/1986,M,9/11/2018,Couple without children,35.0,35-40 Years,18-Sep,Weak: 37
1939,01AFED69-B6CC-11e8-B136-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500089.0,FEMALE,4/11/1986,M,9/13/2018,Couple without children,34.0,30-35 Years,18-Sep,Weak: 37
1940,01B0080C-A9D2-11e8-A884-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500072.0,FEMALE,5/27/1979,M,8/27/2018,Single/living alone,41.0,40- 45Years,18-Aug,Weak: 35
1941,01B46E1D-9E0F-11e8-99D6-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500028.0,FEMALE,2/20/1997,M,8/12/2018,Single/living alone,24.0,20-25 Years,18-Aug,Weak: 33
1942,01B46E4C-9E0F-11e8-99D6-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,FEMALE,6/15/1977,M,8/12/2018,Single/living alone,43.0,40- 45Years,18-Aug,Weak: 33
1943,01B5C24F-85C9-11e9-B2A6-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500089.0,FEMALE,12/1/1992,M,6/3/2019,Single/living alone,28.0,25-30 Years,19-Jun,Weak: 23
1944,01B65E5E-D2F1-11e8-BBBE-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,FEMALE,10/2/1991,M,10/18/2018,Single/living alone,29.0,25-30 Years,18-Oct,Weak: 42
1945,01B68341-B8D6-11e8-9C12-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500048.0,FEMALE,7/18/1992,M,9/15/2018,couple with children,28.0,25-30 Years,18-Sep,Weak: 37
1946,01BA7BC7-922E-11e9-8E30-005056991469,Individual,Active,Hyderabad,TELANGANA,500034.0,FEMALE,3/14/1995,M,6/19/2019,couple with children,26.0,25-30 Years,19-Jun,Weak: 25
1947,01BDDA38-D47D-11e8-80D2-005056991469,Individual,Active,Hyderabad,TELANGANA,500019.0,FEMALE,9/20/1975,M,10/20/2018,couple with children,45.0,45-50 Years,18-Oct,Weak: 42
1948,01BF1885-2990-11e9-91CC-005056981C55,Individual,Active,Hyderabad,TELANGANA,500082.0,FEMALE,7/16/1987,M,2/6/2019,couple with children,33.0,30-35 Years,19-Feb,Weak: 6
1949,01C36A2B-CF05-11e8-A042-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500008.0,FEMALE,3/23/1989,M,10/13/2018,couple with children,32.0,30-35 Years,18-Oct,Weak: 41
1950,01C36BFD-CF05-11e8-A042-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500091.0,FEMALE,3/5/1982,M,10/13/2018,couple with children,39.0,35-40 Years,18-Oct,Weak: 41
1951,01C593B9-08AD-11e9-96C0-005056991469,Individual,Active,Hyderabad,TELANGANA,500036.0,FEMALE,2/27/1961,M,12/26/2018,couple with children,60.0,60+ Years,18-Dec,Weak: 52
1952,01C59517-08AD-11e9-96C0-005056991469,Individual,Active,Hyderabad,TELANGANA,500035.0,FEMALE,3/23/1977,M,12/26/2018,couple with children,44.0,40- 45Years,18-Dec,Weak: 52
1953,01C67B3E-D2F7-11e8-B8CA-005056991469,Individual,Active,Hyderabad,TELANGANA,500036.0,FEMALE,7/24/1995,M,10/18/2018,couple with children,25.0,25-30 Years,18-Oct,Weak: 42
1954,01C67D72-D2F7-11e8-B8CA-005056991469,Individual,Active,Hyderabad,TELANGANA,500074.0,FEMALE,10/16/1981,M,10/18/2018,couple with children,39.0,35-40 Years,18-Oct,Weak: 42
1955,01C713C1-8076-11e8-96C2-00505682069A,Individual,Active,Hyderabad,TELANGANA,500089.0,FEMALE,4/11/1990,M,7/6/2018,couple with children,30.0,30-35 Years,18-Jul,Weak: 27
1956,01C713C2-8076-11e8-96C2-00505682069A,Individual,Active,Hyderabad,TELANGANA,500028.0,FEMALE,4/1/1979,M,7/6/2018,couple with children,42.0,40- 45Years,18-Jul,Weak: 27
1957,01C714BC-8076-11e8-96C2-00505682069A,Individual,Active,Hyderabad,TELANGANA,500086.0,FEMALE,6/29/1993,M,7/6/2018,couple with children,27.0,25-30 Years,18-Jul,Weak: 27
1958,01C714EC-8076-11e8-96C2-00505682069A,Individual,Active,Hyderabad,TELANGANA,500029.0,FEMALE,12/14/1988,M,7/6/2018,couple with children,32.0,30-35 Years,18-Jul,Weak: 27
1959,01C71500-8076-11e8-96C2-00505682069A,Individual,Active,Hyderabad,TELANGANA,500008.0,FEMALE,9/17/1988,M,7/6/2018,couple with children,32.0,30-35 Years,18-Jul,Weak: 27
1960,01D03F47-7F65-11e9-A25A-005056991469,Individual,Active,Hyderabad,TELANGANA,500038.0,FEMALE,4/9/1973,M,5/26/2019,couple with children,47.0,45-50 Years,19-May,Weak: 22
1961,01D37039-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500035.0,FEMALE,9/24/1997,M,8/19/2018,Couple without children,23.0,20-25 Years,18-Aug,Weak: 34
1962,01D37197-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500006.0,FEMALE,2/22/1996,M,8/19/2018,Couple without children,25.0,25-30 Years,18-Aug,Weak: 34
1963,01D371C4-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500089.0,FEMALE,6/21/1958,M,8/19/2018,Couple without children,62.0,60+ Years,18-Aug,Weak: 34
1964,01D371D0-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500081.0,FEMALE,8/21/1982,M,8/19/2018,Couple without children,38.0,35-40 Years,18-Aug,Weak: 34
1965,01D371D1-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500006.0,FEMALE,2/13/1983,M,8/19/2018,Couple without children,38.0,35-40 Years,18-Aug,Weak: 34
1966,01D37362-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500008.0,FEMALE,6/10/1976,M,8/19/2018,Couple without children,44.0,40- 45Years,18-Aug,Weak: 34
1967,01D37429-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500077.0,FEMALE,1/14/1985,M,8/19/2018,Couple without children,36.0,35-40 Years,18-Aug,Weak: 34
1968,01D37478-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500053.0,FEMALE,11/1/1998,M,8/19/2018,Couple without children,22.0,20-25 Years,18-Aug,Weak: 34
1969,01D37491-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500029.0,FEMALE,12/18/1970,M,8/19/2018,Couple without children,50.0,50-55 Years,18-Aug,Weak: 34
1970,01DAB227-E5AE-11e8-92BA-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500018.0,FEMALE,3/12/1976,M,11/11/2018,Single/living alone,45.0,45-50 Years,18-Nov,Weak: 46
1971,01DAB6A7-E5AE-11e8-92BA-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500008.0,FEMALE,7/15/1991,M,11/11/2018,Single/living alone,29.0,25-30 Years,18-Nov,Weak: 46
1972,01DAB6B4-E5AE-11e8-92BA-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,7/6/1991,M,11/11/2018,Single/living alone,29.0,25-30 Years,18-Nov,Weak: 46
1973,01DB95B7-7A9E-11e9-9476-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,8/6/1985,M,5/20/2019,couple with children,35.0,35-40 Years,19-May,Weak: 21
1974,01DFFD1B-C02C-11e8-B122-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500034.0,FEMALE,11/8/1981,M,9/25/2018,couple with children,39.0,35-40 Years,18-Sep,Weak: 39
1975,01E92B97-89A8-11e9-8ED4-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,FEMALE,8/18/1981,M,6/8/2019,couple with children,39.0,35-40 Years,19-Jun,Weak: 23
1976,01E92C6F-89A8-11e9-8ED4-005056991469,Individual,Active,Hyderabad,TELANGANA,500089.0,FEMALE,4/5/1984,M,6/8/2019,couple with children,36.0,35-40 Years,19-Jun,Weak: 23
1977,01E92DD8-89A8-11e9-8ED4-005056991469,Individual,Active,Hyderabad,TELANGANA,500029.0,FEMALE,5/3/1966,M,6/8/2019,couple with children,54.0,50-55 Years,19-Jun,Weak: 23
1978,01E92F2C-89A8-11e9-8ED4-005056991469,Individual,Active,Hyderabad,TELANGANA,500073.0,FEMALE,2/11/1986,M,6/8/2019,couple with children,35.0,35-40 Years,19-Jun,Weak: 23
1979,01EB018D-A7C3-11e8-BFE6-00505682069A,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,8/18/1974,M,8/24/2018,couple with children,46.0,45-50 Years,18-Aug,Weak: 34
1980,01EB381C-8A0D-11e8-9A56-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500036.0,FEMALE,4/7/1982,M,7/18/2018,couple with children,38.0,35-40 Years,18-Jul,Weak: 29
1981,01F13C25-D7BC-11e9-8A92-005056991469,Individual,Active,Hyderabad,TELANGANA,500081.0,FEMALE,4/30/1992,M,9/15/2019,couple with children,28.0,25-30 Years,19-Sep,Weak: 38
1982,01F3DBED-1556-11e9-A994-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500070.0,FEMALE,7/3/1992,M,1/11/2019,couple with children,28.0,25-30 Years,19-Jan,Weak: 2
1983,01F3DE01-1556-11e9-A994-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500018.0,FEMALE,3/27/1980,M,1/11/2019,couple with children,41.0,40- 45Years,19-Jan,Weak: 2
1984,01F4BBE3-A87B-11e9-BCB0-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500060.0,FEMALE,7/8/1963,M,7/17/2019,Couple without children,57.0,55-60 Years,19-Jul,Weak: 29
1985,01F4BD7C-A87B-11e9-BCB0-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500033.0,FEMALE,12/8/1986,M,7/17/2019,Couple without children,34.0,30-35 Years,19-Jul,Weak: 29
1986,01F68E75-9BED-11e8-816A-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500030.0,FEMALE,7/20/1980,M,8/9/2018,Couple without children,40.0,40- 45Years,18-Aug,Weak: 32
1987,01F68EB4-9BED-11e8-816A-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500081.0,FEMALE,6/13/1992,M,8/9/2018,Couple without children,28.0,25-30 Years,18-Aug,Weak: 32
1988,01F68F30-9BED-11e8-816A-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500045.0,FEMALE,7/10/1979,M,8/9/2018,Couple without children,41.0,40- 45Years,18-Aug,Weak: 32
1989,01FA0C66-E9B0-11e8-ABD6-005056991469,Individual,Active,Hyderabad,TELANGANA,500035.0,FEMALE,3/21/1980,M,11/16/2018,Couple without children,41.0,40- 45Years,18-Nov,Weak: 46
1990,01FA0EF2-E9B0-11e8-ABD6-005056991469,Individual,Active,Hyderabad,TELANGANA,500019.0,FEMALE,7/24/1977,M,11/16/2018,Couple without children,43.0,40- 45Years,18-Nov,Weak: 46
1991,020072C6-659F-11e9-9D6C-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500033.0,FEMALE,3/16/1966,M,4/23/2019,Couple without children,55.0,55-60 Years,19-Apr,Weak: 17
1992,02059818-504F-11e9-AD1E-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500005.0,FEMALE,1/10/1991,M,3/27/2019,couple with children,30.0,30-35 Years,19-Mar,Weak: 13
1993,02071BFB-40AD-11e8-A628-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,1/1/1900,M,4/15/2018,couple with children,121.0,60+ Years,18-Apr,Weak: 16
1994,020F550F-CE1E-11e9-A46A-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500081.0,FEMALE,2/24/1978,M,9/3/2019,couple with children,43.0,40- 45Years,19-Sep,Weak: 36
1995,022CFD52-635A-11e9-89A2-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500018.0,FEMALE,2/6/1985,M,4/20/2019,couple with children,36.0,35-40 Years,19-Apr,Weak: 16
1996,0231A6B4-863F-11e8-B27A-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,1/4/1990,M,7/13/2018,couple with children,31.0,30-35 Years,18-Jul,Weak: 28
1997,0231A71A-863F-11e8-B27A-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500089.0,FEMALE,3/18/1986,M,7/13/2018,couple with children,35.0,35-40 Years,18-Jul,Weak: 28
1998,0232D8D9-532A-11ea-8204-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500057.0,FEMALE,1/5/2001,M,2/19/2020,Couple without children,20.0,20-25 Years,20-Feb,Weak: 8
1999,02355EC1-EA86-11e9-BB80-005056991469,Individual,Active,Hyderabad,TELANGANA,500019.0,FEMALE,8/26/1989,M,10/9/2019,Couple without children,31.0,30-35 Years,19-Oct,Weak: 41
2000,02355FD5-EA86-11e9-BB80-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,FEMALE,5/8/1994,M,10/9/2019,Couple without children,26.0,25-30 Years,19-Oct,Weak: 41
2001,0236E582-EDDC-11e8-A544-005056991469,Individual,Active,Hyderabad,TELANGANA,500001.0,FEMALE,7/13/1983,M,11/21/2018,Couple without children,37.0,35-40 Years,18-Nov,Weak: 47
2002,0238EB5F-1BFA-11ea-B2CA-005056981C55,Individual,Active,Hyderabad,TELANGANA,500008.0,FEMALE,1/26/1969,M,12/11/2019,Couple without children,52.0,50-55 Years,19-Dec,Weak: 50
2003,0238ECC5-1BFA-11ea-B2CA-005056981C55,Individual,Active,Hyderabad,TELANGANA,500048.0,FEMALE,4/30/1985,M,12/11/2019,Couple without children,35.0,35-40 Years,19-Dec,Weak: 50
2004,02425367-A83E-11e8-AA14-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,10/6/1994,M,8/25/2018,Couple without children,26.0,25-30 Years,18-Aug,Weak: 34
2005,02443209-DE55-11e8-97EA-005056991469,Individual,Active,Hyderabad,TELANGANA,500081.0,FEMALE,4/11/1987,M,11/2/2018,Couple without children,33.0,30-35 Years,18-Nov,Weak: 44
2006,02443253-DE55-11e8-97EA-005056991469,Individual,Active,Hyderabad,TELANGANA,500059.0,FEMALE,3/29/1969,M,11/2/2018,Couple without children,52.0,50-55 Years,18-Nov,Weak: 44
2007,0244351A-DE55-11e8-97EA-005056991469,Individual,Active,Hyderabad,TELANGANA,500081.0,FEMALE,7/14/1975,M,11/2/2018,Couple without children,45.0,45-50 Years,18-Nov,Weak: 44
2008,024B5EC7-E2B2-11e8-A24C-005056991469,Individual,Active,Hyderabad,TELANGANA,500032.0,FEMALE,2/10/1991,M,11/7/2018,Single/living alone,30.0,30-35 Years,18-Nov,Weak: 45
2009,024B5FA8-E2B2-11e8-A24C-005056991469,Individual,Active,Hyderabad,TELANGANA,500022.0,FEMALE,5/19/1992,M,11/7/2018,Single/living alone,28.0,25-30 Years,18-Nov,Weak: 45
2010,024DE98B-796C-11e9-9800-005056991469,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,2/25/1987,M,5/18/2019,Single/living alone,34.0,30-35 Years,19-May,Weak: 20
2011,02518BED-136A-11e9-BD62-005056991469,Individual,Active,Hyderabad,TELANGANA,500081.0,FEMALE,11/17/1999,M,1/9/2019,Single/living alone,21.0,20-25 Years,19-Jan,Weak: 2
2012,025392A0-A833-11e8-BCFA-00505682069A,Individual,Active,Hyderabad,TELANGANA,500082.0,FEMALE,5/1/1977,M,8/25/2018,Single/living alone,43.0,40- 45Years,18-Aug,Weak: 34
2013,02546224-D077-11e9-B168-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500089.0,FEMALE,8/30/1987,M,9/6/2019,couple with children,33.0,30-35 Years,19-Sep,Weak: 36
2014,0256503F-9AFB-11e9-8C16-005056991469,Individual,Active,Hyderabad,TELANGANA,500081.0,FEMALE,4/11/1989,M,6/30/2019,couple with children,31.0,30-35 Years,19-Jun,Weak: 27
2015,025650CE-9AFB-11e9-8C16-005056991469,Individual,Active,Hyderabad,TELANGANA,500082.0,FEMALE,8/23/1985,M,6/30/2019,couple with children,35.0,35-40 Years,19-Jun,Weak: 27
2016,025651B1-9AFB-11e9-8C16-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,FEMALE,3/24/1967,M,6/30/2019,couple with children,54.0,50-55 Years,19-Jun,Weak: 27
2017,02582AC2-D335-11e8-881A-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500036.0,FEMALE,9/20/1984,M,10/13/2018,couple with children,36.0,35-40 Years,18-Oct,Weak: 41
2018,02582C9E-D335-11e8-881A-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500019.0,FEMALE,1/1/1982,M,10/19/2018,couple with children,39.0,35-40 Years,18-Oct,Weak: 42
2019,02582CEC-D335-11e8-881A-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500058.0,FEMALE,7/26/1972,M,10/19/2018,couple with children,48.0,45-50 Years,18-Oct,Weak: 42
2020,02582E61-D335-11e8-881A-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500004.0,FEMALE,4/20/1996,M,10/19/2018,couple with children,24.0,20-25 Years,18-Oct,Weak: 42
2021,02582F00-D335-11e8-881A-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500012.0,FEMALE,11/16/2000,M,10/19/2018,couple with children,20.0,20-25 Years,18-Oct,Weak: 42
2022,02630A42-4F29-11ea-95A8-005056991469,Individual,Active,Hyderabad,TELANGANA,500036.0,FEMALE,5/2/1980,M,2/14/2020,couple with children,40.0,40- 45Years,20-Feb,Weak: 7
2023,0263ACB9-3D82-11e9-9046-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500028.0,FEMALE,3/16/1971,M,3/3/2019,couple with children,50.0,50-55 Years,19-Mar,Weak: 10
2024,0266EA3E-5EAE-11e9-9654-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500008.0,FEMALE,4/4/1986,M,4/14/2019,couple with children,34.0,30-35 Years,19-Apr,Weak: 16
2025,0266EA51-5EAE-11e9-9654-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500002.0,FEMALE,6/3/1998,M,4/14/2019,couple with children,22.0,20-25 Years,19-Apr,Weak: 16
2026,02721D9A-9970-11e8-9C1A-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500073.0,FEMALE,1/15/1994,M,8/6/2018,couple with children,27.0,25-30 Years,18-Aug,Weak: 32
2027,02721E63-9970-11e8-9C1A-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500034.0,FEMALE,8/14/1991,M,8/6/2018,couple with children,29.0,25-30 Years,18-Aug,Weak: 32
2028,02777559-512A-11e9-8B80-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500082.0,FEMALE,6/8/1990,M,3/28/2019,couple with children,30.0,30-35 Years,19-Mar,Weak: 13
2029,02777760-512A-11e9-8B80-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500076.0,FEMALE,9/17/1988,M,3/29/2019,couple with children,32.0,30-35 Years,19-Mar,Weak: 13
2030,0279C970-C007-11e8-A3AE-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500084.0,FEMALE,7/16/1976,M,9/24/2018,Couple without children,44.0,40- 45Years,18-Sep,Weak: 39
2031,027AE1B1-53BE-11e9-8002-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500089.0,FEMALE,4/27/1990,M,3/31/2019,Couple without children,30.0,30-35 Years,19-Mar,Weak: 14
2032,027F2C49-5A21-11e9-917C-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500019.0,FEMALE,11/23/1984,M,4/8/2019,Couple without children,36.0,35-40 Years,19-Apr,Weak: 15
2033,0286D86E-2477-11e9-BD9C-005056981C55,Individual,Active,Hyderabad,TELANGANA,500008.0,FEMALE,3/22/1991,M,1/30/2019,Couple without children,30.0,30-35 Years,19-Jan,Weak: 5
2034,02876BF7-D03A-11e8-93C2-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500034.0,FEMALE,6/5/1990,M,10/15/2018,Couple without children,30.0,30-35 Years,18-Oct,Weak: 42
2035,028C9D15-B8D3-11e8-A568-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500039.0,FEMALE,3/4/1995,M,9/15/2018,Couple without children,26.0,25-30 Years,18-Sep,Weak: 37
2036,028C9D9F-B8D3-11e8-A568-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500032.0,FEMALE,3/7/1958,M,9/15/2018,Couple without children,63.0,60+ Years,18-Sep,Weak: 37
